,Province,City,Cnty,Town,Lat,Lon,Height,Stationlevl,StationName,IIIII,tmax,tmin,rain,rainhour,view,wind,windave
204,浙江省,台州市,温岭市,箬横镇,28.345,121.4997,10,14,东浦,K8444,30.5,27,0,0,999999,13.8,8.9
205,浙江省,台州市,温岭市,横峰街道,28.4475,121.3258,5,14,横峰,K8406,34.8,28,0,0,999999,15,8.9
206,浙江省,台州市,临海市,东塍镇,28.88,121.2947,210,14,岙陈,K8671,34,24.9,0,0,999999,5.6,4.2
207,浙江省,台州市,天台县,石梁镇,29.2581,121.0911,950,14,华顶,K8737,999999,999999,999999,999999,999999,999999,999999
208,浙江省,台州市,玉环市,坎门街道,28.1092,121.2956,5,14,坎门污水,K8557,29.8,27.1,0,0,999999,15.5,13
209,浙江省,台州市,临海市,永丰镇,28.9325,121.095,167,14,满塘村,K8678,35.7,24.5,0.1,0.1,999999,3.5,1.9
210,浙江省,台州市,温岭市,石塘镇,28.3039,121.6469,20,14,隔海岛,K8448,28.9,26.6,0,0,999999,16.3,12
211,浙江省,台州市,椒江区,大陈镇,28.4517,121.9033,88,14,大陈强风,K8666,27.6,25.4,0,0,999999,16.7,12
212,浙江省,台州市,仙居县,溪港乡,28.4783,120.4031,456,14,大园村,K8992,34.2,24.4,0.1,0.5,999999,999999,4.8
213,浙江省,台州市,黄岩区,上垟乡,28.5342,121.0394,57,14,岭脚,K8286,36,25.4,0.1,0.1,999999,999999,999999
214,浙江省,台州市,三门县,蛇蟠乡,29.1619,121.5706,5,14,蛇蟠,K8803,37.2,27.2,0,0,999999,999999,5.8
215,浙江省,台州市,仙居县,田市镇,28.6392,120.6425,650,14,公盂,K8946,32.9,23.9,0.5,0.4,999999,8.4,5.3
216,浙江省,台州市,临海市,上盘镇,28.7181,121.7117,10,14,桥西,K8652,29.1,26.6,999999,999999,999999,15,13.3
217,浙江省,台州市,温岭市,大溪镇,28.4203,121.2428,464,14,方山,K8431,999999,999999,999999,999999,999999,999999,999999
218,浙江省,台州市,临海市,河头镇,29.04,121.1208,389,14,岭上蒋村,K8687,34.9,24.1,4.5,3.7999,999999,999999,999999
219,浙江省,台州市,椒江区,下陈街道,28.5931,121.4592,4,14,下陈,K8107,36.1,27,0,0,999999,9.8,6.9
220,浙江省,台州市,黄岩区,宁溪镇,28.5272,120.9522,121,14,牌门,K8225,35.8,25.4,0.2,0.1,999999,9.5,5.5
221,浙江省,台州市,温岭市,大溪镇,28.4206,121.2428,464,14,方山,K8417,29.2,24.1,0,0,999999,19.6,10
222,浙江省,台州市,仙居县,官路镇,28.8119,120.6328,81,14,永狮,K8928,37.7,25.1,9.5,8.0999,999999,6.2,4.1
223,浙江省,台州市,玉环市,芦浦镇,28.1983,121.2414,98,14,芦浦,K8511,35,26.7,0,0,999999,11.6,8.3
224,浙江省,台州市,黄岩区,江口街道,28.6903,121.3275,7,14,江口,K8212,37,27,0,0,999999,7.9,5.1
225,浙江省,台州市,仙居县,湫山乡,28.6981,120.3361,261.8,16,雅溪,K8910,37.4,23.2,0,0,999999,8.3,5.5
226,浙江省,台州市,温岭市,新河镇,28.4467,121.4375,25,14,屿头村,K8473,35.4,27.5,0,0,999999,999999,999999
227,浙江省,台州市,天台县,福溪街道,29.0694,121.0575,53,14,滩岭,K8716,37.6,25,13.4,13.2,999999,7.1,3.2
228,浙江省,台州市,温岭市,城南镇,28.325,121.4075,30,14,城南小学,K8446,32.7,27.1,0,0,999999,11.1,8.1
229,浙江省,台州市,天台县,平桥镇,29.1447,120.8625,76,14,下王,K8708,36.4,24.9,1.5,0.9,999999,8.4,6.1
230,浙江省,台州市,温岭市,大溪镇,28.4539,121.3058,10,14,潘郎小学,K8460,34.5,27.8,0,0,999999,13.2,9.6
231,浙江省,台州市,黄岩区,富山乡,28.5356,120.9131,710,14,富山,K8232,999999,999999,999999,999999,999999,999999,999999
232,浙江省,台州市,仙居县,福应街道,28.9275,120.7975,647,14,三角地,K8981,32,23.3,0,0,999999,999999,5.1
233,浙江省,台州市,路桥区,新桥镇,28.5169,121.3983,5,14,金大田,K8346,35.1,27.8,0,0,999999,10.8,6.6
234,浙江省,台州市,玉环市,玉城街道,28.1256,121.2369,6,14,玉城,K8505,33.8,27.8,0,0,999999,9.5,5.4
235,浙江省,台州市,路桥区,峰江街道,28.5486,121.3681,10,14,峰江,K8310,35.8,27.4,0,0,999999,999999,9.6
236,浙江省,台州市,天台县,三合镇,29.0881,121.1758,82,14,三合,K8725,35.7,25,15,15,999999,12.3,7.5
237,浙江省,台州市,椒江区,大陈镇,28.6086,121.8156,50,14,一江山,K8116,29.1,25.6,0,0,20395,19.4,13.5
238,浙江省,台州市,温岭市,城南镇,28.2861,121.3994,32,14,岙环,K8410,32.8,27.5,0,0,999999,11.2,7.5
239,浙江省,台州市,临海市,永丰镇,29.0144,121.0297,417,14,方家岭,K8698,34.7,23.4,0.1,0.1,999999,999999,999999
240,浙江省,台州市,临海市,古城街道,28.8519,121.1328,7.7,14,古城,K8661,36.9,27.7,3.1,3.0999,999999,4.9,3.1
241,浙江省,台州市,临海市,江南街道,28.7822,121.1153,10,14,小溪,K8641,36.7,25.2,0.2,0.1,999999,5.6,3.6
242,浙江省,台州市,路桥区,桐屿街道,28.6175,121.3067,25,14,凉溪,K8331,999999,999999,999999,999999,999999,999999,999999
243,浙江省,台州市,仙居县,湫山乡,28.6286,120.4378,553,14,牛脚,K8972,35.1,23.9,0,0,999999,999999,4.3
244,浙江省,台州市,天台县,泳溪乡,29.1558,121.205,181.3,14,外婆湾,K8778,36.2,23.3,2.9,2.8999,999999,7.6,5.6
245,浙江省,台州市,温岭市,松门镇,28.3711,121.5664,2,14,松门,K8404,31,26.8,0,0,999999,12.2,8.4
246,浙江省,台州市,仙居县,湫山乡,28.6411,120.4119,568,14,蓄能站,K8921,37.5,24.6,0,0,999999,6.8,1.8
247,浙江省,台州市,仙居县,步路乡,28.7564,120.6883,272,14,连山村,K8993,35.3,24.7,14.6,9.4999,999999,999999,999999
248,浙江省,台州市,黄岩区,宁溪镇,28.5508,120.9828,127,14,中下桧,K8293,37.6,25.1,0.1,0.1,999999,999999,999999
249,浙江省,台州市,玉环市,干江镇,28.1886,121.3475,158,14,垟岭村,K8548,28.4,25.9,0,0,999999,0,0
250,浙江省,台州市,黄岩区,平田乡,28.5597,121.0511,44,14,桐里岙,K8263,35.6,24.9,0,0,999999,8.1,5.6
251,浙江省,台州市,温岭市,新河镇,28.4361,121.4358,30,14,长屿,K8442,34.4,26.9,0,0,999999,8.5,4.1
252,浙江省,台州市,黄岩区,上郑乡,28.5844,120.8853,172,14,圣堂,K8267,35.8,25.4,0,0,999999,9.2,6.5
253,浙江省,台州市,临海市,白水洋镇,29.0153,120.9958,180,14,里梅,K8624,37.2,23.9,0,0,999999,9,6.7
254,浙江省,台州市,天台县,石梁镇,29.3083,121.1458,340,14,下洋村,K8762,35.7,23.4,0,0,999999,5.9,3.8
255,浙江省,台州市,仙居县,白塔镇,28.7769,120.6022,79,14,厚仁村,K8977,36.4,25.3,21.1,15.6,999999,999999,12.4
256,浙江省,台州市,三门县,花桥镇,28.9269,121.5261,40,14,芝岙村,K8878,37.6,27,0,0,999999,9.9,6.8
257,浙江省,台州市,仙居县,福应街道,28.8922,120.8597,57,14,横路丁,K8989,38.2,25.4,0,0,999999,999999,6
258,浙江省,台州市,临海市,上盘镇,28.7092,121.7539,10,14,桥东,K8651,28.6,26.4,999999,999999,999999,14.5,12.9
259,浙江省,台州市,临海市,大田镇,28.9044,121.2022,8,14,大田,K8617,36.6,26.4,1.7,1.7,999999,5.4,3.4
260,浙江省,台州市,临海市,白水洋镇,28.9783,120.9169,141,14,大岙西,K8684,35.4,25.2,0,0,999999,999999,999999
261,浙江省,台州市,黄岩区,上郑乡,28.5769,120.8894,195,14,下庙,KJ202,36.2,25,0,0,999999,999999,999999
262,浙江省,台州市,天台县,三州乡,29.2172,120.8017,387,14,下屋村,K8774,33.6,23,14.9,9.6,999999,999999,4.4
263,浙江省,台州市,椒江区,海门街道,28.6781,121.5119,20,14,台州湾大桥,K8120,34.1,27.7,999999,999999,999999,14,11.4
264,浙江省,台州市,路桥区,路南街道,28.5553,121.4222,4,14,机场,K8307,35.1,28,0,0,999999,11.9,9
265,浙江省,台州市,温岭市,松门镇,28.4317,121.6581,66,14,北港,K8445,31,26.3,0,0,999999,20.5,17.5
266,浙江省,台州市,黄岩区,澄江街道,28.6322,121.1736,12,16,澄江,K8217,37.9,25.6,0.1,0.1,1305,7,3.7
267,浙江省,台州市,玉环市,干江镇,28.1664,121.3717,145,14,干江,K8502,31.9,25.4,0,0,9971,12.4,9.3
268,浙江省,台州市,天台县,赤城街道,29.145,121.0372,75,14,飞鹤,K8717,36.4,25.6,8,7.4999,999999,3.7,2.3
269,浙江省,台州市,三门县,海润街道,29.1236,121.48,14,14,滨海新城,K8820,36.6,25.6,0,0,1997,5.2,3.6
270,浙江省,台州市,黄岩区,上郑乡,28.6136,120.8792,283,14,仙石,KJ201,36.9,24.9,0,0,999999,999999,999999
271,浙江省,台州市,黄岩区,澄江街道,28.6303,121.1672,8,14,山头舟,K8268,36.3,25.7,0,0,999999,999999,999999
272,浙江省,台州市,黄岩区,上郑乡,28.5997,120.9311,115,14,上郑,KJ209,37.5,25.9,0,0,999999,5.3,3.9
273,浙江省,台州市,椒江区,葭沚街道,28.6331,121.3572,10,14,台州植物园,K8137,34.4,27.3,0,0,999999,12.1,8.1
274,浙江省,台州市,黄岩区,上郑乡,28.5597,120.8456,541,14,抱料,K8256,30.8,23.6,0,0,999999,999999,999999
275,浙江省,台州市,玉环市,玉城街道,28.1733,121.1492,136,14,江岩村,K8549,30.7,26.2,0,0,999999,13.5,8.8
276,浙江省,台州市,玉环市,玉城街道,28.1667,121.1903,3,14,西滩,K8561,33.7,27.8,0,0,999999,999999,999999
277,浙江省,台州市,三门县,花桥镇,28.9053,121.5181,3,14,吴都,K8882,37.2,25.9,0.3,0.3,999999,999999,999999
278,浙江省,台州市,临海市,沿江镇,28.7461,121.2358,9,14,沿江,K8616,35.4,26,0,0.2,999999,5.6,3.5
279,浙江省,台州市,临海市,括苍镇,28.7853,120.9142,1255,14,跑马坪,KJ611,28.3,20.7,2.2,2.1999,999999,9.9,8.2
280,浙江省,台州市,椒江区,洪家街道,28.5903,121.3997,11,14,挡港桥,K8115,36,28.4,0,0,999999,8.5,5
281,浙江省,台州市,路桥区,金清镇,28.5208,121.5478,3,14,联盟闸,K8325,34.3,27,0,0,999999,12.5,10.2
282,浙江省,台州市,路桥区,桐屿街道,28.6178,121.3067,25,14,凉溪,K8317,35.6,26.1,0,0,999999,7.3,5.4
283,浙江省,台州市,黄岩区,上垟乡,28.5172,121.0472,52,14,象岙,K8287,35.9,25.1,0.1,0.1,999999,999999,999999
284,浙江省,台州市,临海市,杜桥镇,28.7667,121.4869,7,14,杜桥,K8601,36.5,27.6,0.2,0.1,999999,7.5,4.6
285,浙江省,台州市,临海市,桃渚镇,28.8372,121.6631,13,14,南门坑,K8610,34.8,27.2,0,0,999999,10.6,6.2
286,浙江省,台州市,临海市,河头镇,29.0006,121.1142,47,14,河头,K8605,35.4,25.6,0.2,0.2,999999,7.6,5.7
287,浙江省,台州市,椒江区,前所街道,28.7058,121.4144,6,14,新民小学,K8191,37,28.3,0,0,999999,7.2,3.5
288,浙江省,台州市,临海市,汇溪镇,28.995,121.1936,325,14,溪王村,K8692,35.2,24.8,0,0,999999,999999,999999
289,浙江省,台州市,仙居县,淡竹乡,28.6042,120.6542,420,14,朱坑里,K8942,34,24.5,0,0,999999,6.3,4.5
290,浙江省,台州市,玉环市,鸡山乡,28.0958,121.52,121,13,披山,58668,29.7,25,0,0,308,14.3,11.4
291,浙江省,台州市,三门县,浦坝港镇,28.9383,121.6222,10,14,大域,K8884,35.9,27.2,0,0,999999,999999,999999
292,浙江省,台州市,玉环市,坎门街道,28.1,121.255,58,14,双龙村,K8547,33.5,27,0,0,999999,999999,999999
293,浙江省,台州市,临海市,汇溪镇,29.0053,121.2608,533,14,上西辽,K8647,32.7,23.8,0,0,999999,8.4,6.4
294,浙江省,台州市,三门县,浦坝港镇,28.9178,121.6681,11,14,工业城,K8844,34.7,27.9,0,0,999999,9,6
295,浙江省,台州市,路桥区,螺洋街道,28.5642,121.3083,5,14,东风村,K8318,34.7,27.3,0,0,7359,10.3,6.2
296,浙江省,台州市,路桥区,桐屿街道,28.5856,121.3344,5,14,桐屿,K8306,36.7,28.2,0,0,999999,8.1,3.7
297,浙江省,台州市,路桥区,桐屿街道,28.6044,121.3358,10,14,飞龙湖,K8324,35.2,28,0,0,999999,8.1,5.7
298,浙江省,台州市,玉环市,玉城街道,28.1625,121.2331,4,14,城中村,K8560,33.6,27.7,0,0,999999,8,4.4
299,浙江省,台州市,温岭市,大溪镇,28.5161,121.2917,37,14,翁岙村,K8470,34.6,27.8,0.1,0.1,999999,999999,999999
300,浙江省,台州市,黄岩区,屿头乡,28.7006,120.9442,617,14,布袋坑,K8259,34.4,23.3,0,0,999999,6,3.9
301,浙江省,台州市,温岭市,箬横镇,28.3989,121.5228,5,14,箬横,K8412,31.8,27.3,0,0,999999,11.8,5.6
302,浙江省,台州市,临海市,邵家渡街道,28.84,121.2647,14,14,牛头山,K8608,36.3,24.6,0.1,0.1,999999,8,4.9
303,浙江省,台州市,临海市,尤溪镇,28.7289,120.9675,720,14,上白岩,K8634,999999,999999,999999,999999,999999,999999,999999
304,浙江省,台州市,临海市,涌泉镇,28.8219,121.3711,525,14,兰田山,K8669,30.9,23.8,0,0.2,999999,9.1,7.3
305,浙江省,台州市,临海市,括苍镇,28.8025,121,120,14,方溪水库,K8670,37.1,25,0.6,0.6,999999,7.1,5
306,浙江省,台州市,仙居县,南峰街道,28.8183,120.7011,185,14,船山,K8973,36,25.3,10,5.9999,999999,999999,5
307,浙江省,台州市,临海市,河头镇,28.9789,121.1497,615,14,羊岩山,K8619,32.4,23.7,0,0,999999,8.7,6.1
308,浙江省,台州市,天台县,泳溪乡,29.1719,121.2222,167,14,泳溪,K8711,36.2,24,5.9,5.8999,999999,6.8,4.9
309,浙江省,台州市,三门县,海游街道,29.1206,121.3617,20,14,西城,K8847,35.9,25.8,0,0,999999,6.4,4.6
310,浙江省,台州市,天台县,石梁镇,29.3106,121.0619,241,14,慈圣,K8728,36,23.2,1.6,1.3,999999,8.4,4.8
311,浙江省,台州市,椒江区,大陈镇,28.4786,121.8731,37,14,上大陈码头,K8125,999999,999999,999999,999999,7129,999999,999999
312,浙江省,台州市,路桥区,桐屿街道,28.6014,121.3047,6,14,北大附中,K8330,36.2,27.4,0,0,999999,8.1,5.1
313,浙江省,台州市,三门县,浦坝港镇,28.9711,121.5808,79,14,浬浦,K8811,37.2,26,0.1,0.1,999999,7,3.3
314,浙江省,台州市,天台县,龙溪乡,29.0231,120.77,445,14,柱峰,K8723,33.6,23.2,14.4,9.1,999999,6.6,5
315,浙江省,台州市,椒江区,章安街道,28.7539,121.4047,21,14,马峙,K8104,35.3,26.5,3.7,3.5,999999,9.1,5.4
316,浙江省,台州市,三门县,浦坝港镇,28.9269,121.5833,7.2,16,浦坝港,K8821,35.4,27.3,0,0,6673,10.5,8.1
317,浙江省,台州市,黄岩区,宁溪镇,28.6122,120.9992,40,14,白鹭湾,K8229,35.8,25.8,0.1,0.1,999999,6.4,4.3
318,浙江省,台州市,玉环市,清港镇,28.3153,121.3458,332,14,大雷山,K8521,30.8,24.8,0,0,999999,10.6,6.6
319,浙江省,台州市,临海市,小芝镇,28.9103,121.4022,270,14,乌岩岙,K8648,33.2,24.7,0,0,999999,8.2,5.7
320,浙江省,台州市,三门县,沙柳街道,29.1522,121.4575,36,14,沙柳,K8815,37.2,25.9,0.1,0.1,999999,8.3,6.1
321,浙江省,台州市,仙居县,大战乡,28.8222,120.8103,102,14,过朗,K8983,38.4,25,0,0,999999,999999,0
322,浙江省,台州市,三门县,亭旁镇,29.0189,121.3144,58,14,下吴村,K8867,37.7,25,0,0,999999,999999,999999
323,浙江省,台州市,仙居县,安岭乡,28.5458,120.3572,772,14,四联村,K8991,32.1,23.3,0,0,999999,999999,6.7
324,浙江省,台州市,三门县,浦坝港镇,28.8758,121.6383,53,14,鹤井村,K8813,35.2,27.1,0,0,6113,14,11.6
325,浙江省,台州市,临海市,东塍镇,28.9314,121.3914,80,14,康谷小学,K8668,35.6,25.1,0,0,999999,6.5,4.2
326,浙江省,台州市,临海市,汇溪镇,28.9858,121.205,424,14,留山村,K8689,35.5,24.4,0.3,0.3,999999,999999,999999
327,浙江省,台州市,黄岩区,北洋镇,28.6206,121.0978,25,14,北洋,K8220,35.8,25.9,0.2,0.1,999999,7.7,5
328,浙江省,台州市,玉环市,大麦屿街道,28.0917,121.2042,280,14,鲜迭,K8507,29.7,25.3,0,0,999999,13.6,7.8
329,浙江省,台州市,天台县,龙溪乡,29.0517,120.7939,123,16,龙溪,K8705,35.3,24.4,46,22,999999,9.3,5.3
330,浙江省,台州市,仙居县,溪港乡,28.5736,120.3961,219,14,溪港,K8912,36.3,24.8,0,0,999999,0.6,0.1
331,浙江省,台州市,黄岩区,富山乡,28.5272,120.9244,433,14,畴路,KJ204,35.4,24,0.1,0.1,999999,999999,999999
332,浙江省,台州市,温岭市,城南镇,28.2656,121.4369,30,14,犁头咀,K8461,30,26.9,0,0,999999,15.4,12.7
333,浙江省,台州市,临海市,永丰镇,28.8731,121.0228,13,14,永丰,K8618,37,26.1,0.4,0.3,999999,6.4,3.8
334,浙江省,台州市,临海市,上盘镇,28.7128,121.6378,37,16,白沙,K8611,32.6,26.7,0,0,1541,14.4,10.6
335,浙江省,台州市,天台县,坦头镇,29.1347,121.0753,132,14,服务区,K8777,36.8,25.3,7.4,7.3999,1771,999999,999999
336,浙江省,台州市,黄岩区,新前街道,28.7097,121.2208,135,14,下抱水库,K8244,34.6,25.2,0,0,999999,6.8,4.8
337,浙江省,台州市,温岭市,温峤镇,28.3972,121.2997,5,14,张老桥,K8483,35,27.8,0,0,999999,999999,999999
338,浙江省,台州市,仙居县,上张乡,28.7128,120.7131,316,14,双溪水库,K8994,36.7,24.1,0.1,0.1,999999,999999,999999
339,浙江省,台州市,天台县,三合镇,29.0814,121.1631,78,14,洋头互通,K8775,36.8,25.3,4.9,4.8999,999999,999999,999999
340,浙江省,台州市,黄岩区,上郑乡,28.6047,120.8556,263,14,黄岩大瀑布,K8224,35.8,24.9,0,0,999999,999999,999999
341,浙江省,台州市,温岭市,温峤镇,28.3839,121.3003,27,14,市温峤,K8411,35.3,27.8,0,0,999999,12.4,6.3
342,浙江省,台州市,温岭市,箬横镇,28.405,121.6108,3,14,紫荆校区,K8477,32.4,27,0,0,999999,14.5,10.5
343,浙江省,台州市,临海市,尤溪镇,28.69,121.0725,66,14,岭脚金,K8626,36.5,25.3,0.2,0.1,999999,6.9,4.3
344,浙江省,台州市,仙居县,白塔镇,28.7125,120.6536,252,14,景星岩,K8976,34.5,24.3,0.7,0.6,999999,999999,8.4
345,浙江省,台州市,玉环市,沙门镇,28.2322,121.4056,32,14,灵门渔港,K8565,30.1,27.3,0,0,999999,11.3,8.1
346,浙江省,台州市,黄岩区,屿头乡,28.6742,120.9375,757,14,白石,K8231,999999,999999,999999,999999,999999,999999,999999
347,浙江省,台州市,玉环市,清港镇,28.315,121.3458,332,14,大雷山,K8531,999999,999999,999999,999999,999999,999999,999999
348,浙江省,台州市,黄岩区,北洋镇,28.6661,121.0386,433,14,五尖山,K8247,32.6,24.3,0,0,999999,999999,999999
349,浙江省,台州市,温岭市,大溪镇,28.4689,121.2619,5,14,大溪高速,K8427,35.4,28.2,0,0,12095,6.9,3.5
350,浙江省,台州市,路桥区,金清镇,28.5614,121.5944,60,14,三山,K8315,31.4,26.5,0,0,15763,16,12.1
351,浙江省,台州市,天台县,石梁镇,29.2242,121.14,528,14,黄龙水库,K8729,34.7,22.8,0,0,999999,7.4,4.7
352,浙江省,台州市,三门县,珠岙镇,29.0744,121.2789,120,14,珠岙,K8814,37.3,24.5,0,0,999999,7.7,5.6
353,浙江省,台州市,仙居县,埠头镇,28.8503,120.5117,318,14,大陈,K8907,37.1,23.1,2.4,1.7,999999,7.1,3.9
354,浙江省,台州市,仙居县,溪港乡,28.6053,120.4003,220,14,下岸水库,K8985,40,25,0.4,0.4,999999,999999,4.6
355,浙江省,台州市,玉环市,干江镇,28.1408,121.3567,48,14,栈台渔港,K8566,30,26.2,0,0,999999,11.7,10.1
356,浙江省,台州市,临海市,东塍镇,28.9008,121.3364,480,14,桐坑,K8672,33.3,24.1,0,0,999999,5.1,3.3
357,浙江省,台州市,温岭市,太平街道,28.3728,121.3589,35,12,温岭,58664,34,28.3,0,0,20048,10.3,6.9
358,浙江省,台州市,三门县,亭旁镇,29.0436,121.3403,108,14,亭旁,K8801,36.8,25.4,0,0,999999,999999,2.1
359,浙江省,台州市,天台县,始丰街道,29.1067,120.9492,109,14,龙潭村,K8769,35.6,23.7,3.3,2.6999,999999,999999,999999
360,浙江省,台州市,临海市,括苍镇,28.8097,120.9219,1382.4,13,括苍山,58653,27.9,20.2,3.8,3.8,999999,13.5,11.6
361,浙江省,台州市,三门县,横渡镇,29.0142,121.4353,76,14,长林村,K8879,35.3,25,0,0,999999,999999,999999
362,浙江省,台州市,三门县,海游街道,29.1228,121.3833,34.5,12,三门,58568,36.4,25.6,0,0,4506,6.6,5.5
363,浙江省,台州市,黄岩区,屿头乡,28.6356,121.0111,38,14,屿头,KJ217,36.7,25.9,0,0,999999,6.9,3.9
364,浙江省,台州市,三门县,横渡镇,28.9919,121.4514,60,14,善见村,K8870,38,24.7,0,0,999999,999999,999999
365,浙江省,台州市,临海市,括苍镇,28.7811,120.9522,260,14,尚山村,K8680,35.9,23.4,4.7,4.7,999999,999999,999999
366,浙江省,台州市,天台县,平桥镇,29.2333,120.8939,214,14,龙官漂流,K8795,34.8,24,5.9,5.3999,999999,999999,999999
367,浙江省,台州市,天台县,白鹤镇,29.2353,120.9428,124,14,白鹤小学,K8782,36.5,25.3,1.3,0.9,999999,5.8,3
368,浙江省,台州市,临海市,上盘镇,28.6911,121.7594,49,14,头门,K8627,30.4,25.8,0,0,8954,15.6,14.3
369,浙江省,台州市,黄岩区,宁溪镇,28.5989,120.9522,88,14,岭家湖,KJ203,36.5,26,0,0,999999,999999,999999
370,浙江省,台州市,临海市,桃渚镇,28.9017,121.7525,69,14,北泽岛,K8658,30.3,26.6,0,0,999999,11,5.1
371,浙江省,台州市,临海市,东塍镇,28.9542,121.4164,510,14,白岩茶场,K8662,31.4,23.7,0,0,999999,10.4,7.9
372,浙江省,台州市,玉环市,楚门镇,28.2169,121.3014,25,14,楚门,K8512,31.9,27.8,0,0,999999,11.1,8.1
373,浙江省,台州市,三门县,海润街道,29.0675,121.4881,51,14,叶家村,K8812,36.3,25.1,0,0,999999,8.4,3.9
374,浙江省,台州市,黄岩区,上郑乡,28.5839,120.7997,1143,14,大寺基,K8236,999999,999999,999999,999999,999999,999999,999999
375,浙江省,台州市,天台县,平桥镇,29.1533,120.8561,80,14,现代农业园,K8783,35.9,25.2,1.2,0.6,999999,10.1,6.8
376,浙江省,台州市,三门县,横渡镇,28.9736,121.5094,28,14,岭根陈,K8883,35.8,25.9,0.3,0.3,999999,999999,999999
377,浙江省,台州市,玉环市,经济开发区,28.1422,121.3258,5,14,冲旦屿,K8562,31,26.7,0,0,999999,999999,999999
378,浙江省,台州市,临海市,杜桥镇,28.7136,121.5781,10,14,临港,K8649,34.2,27.9,0,0,999999,11.2,8.6
379,浙江省,台州市,临海市,汇溪镇,28.9578,121.2131,58.3,14,汇溪,K8614,35.6,26,1.3,1.2,999999,5.8,3.7
380,浙江省,台州市,仙居县,大战乡,28.7606,120.775,513,14,对山,K8919,35.5,24.1,1.3,1.2,999999,7.7,5.7
381,浙江省,台州市,玉环市,坎门街道,28.07,121.2361,169,14,黄门,K8550,31.1,25.6,0,0,999999,15,9.9
382,浙江省,台州市,临海市,括苍镇,28.87,120.9656,39,14,括苍枢纽,K8675,35.9,26.1,0.3,0.3,5978,5.9,3.9
383,浙江省,台州市,临海市,上盘镇,28.8097,121.8475,54,14,雀儿岙,K8629,29.7,25.9,0,0,16141,22.5,17
384,浙江省,台州市,三门县,健跳镇,29.0139,121.6083,13,14,健跳,K8810,36.2,25.9,0.6,0.6,971,7.2,4.5
385,浙江省,台州市,路桥区,金清镇,28.4583,121.6653,42,14,湖屿岛,K8320,30.6,26.6,0,0,24887,17.7,15.7
386,浙江省,台州市,天台县,始丰街道,29.1458,120.9881,67.2,14,玉湖,K8799,36.6,25.5,2.5,0.2,999999,7.1,3.6
387,浙江省,台州市,天台县,泳溪乡,29.1561,121.1786,443,14,北山村,K8765,32.6,23.8,7.6,4.8,999999,999999,999999
388,浙江省,台州市,黄岩区,富山乡,28.5494,120.8708,678,14,富北,KJ215,31.8,22.8,0,0,999999,6.6,5.7
389,浙江省,台州市,三门县,海游街道,29.0753,121.405,87,14,悬诸,K8817,36.6,25,0,0,999999,5.2,3
390,浙江省,台州市,黄岩区,上郑乡,28.6058,120.8744,256,14,下余,K8209,37.5,24.7,0.1,0.1,999999,7.2,4.5
391,浙江省,台州市,临海市,汇溪镇,29.0222,121.1889,306,14,黄支罗,K8693,35.6,24.5,0,0,999999,999999,999999
392,浙江省,台州市,温岭市,滨海镇,28.4683,121.5203,10,14,滨海中学,K8464,33,27.5,0,0,999999,11.2,7.4
393,浙江省,台州市,黄岩区,富山乡,28.5081,120.8989,618,14,李家山,KJ206,33,23,0.1,0.1,999999,999999,999999
394,浙江省,台州市,仙居县,安洲街道,28.8672,120.7189,83.2,12,仙居,58652,36.2,26.6,0.4,0.2,9008,7.2,5
395,浙江省,台州市,黄岩区,上郑乡,28.6111,120.9317,185,14,铅锌矿,K8219,36.5,25.1,0,0,999999,999999,999999
396,浙江省,台州市,路桥区,蓬街镇,28.5681,121.5189,5,14,启明村,K8313,32.8,27,0,0,999999,11.1,7.2
397,浙江省,台州市,仙居县,横溪镇,28.7289,120.4772,116,14,横溪,K8902,39.7,24.8,0,0,999999,999999,3.6
398,浙江省,台州市,黄岩区,宁溪镇,28.5481,120.9492,95,14,宁联,K8296,36.1,25.7,0.2,0.1,999999,999999,999999
399,浙江省,台州市,玉环市,海山乡,28.2425,121.1392,40,14,乐清湾二桥,K8528,999999,999999,0,0,15166,16.5,13.4
400,浙江省,台州市,三门县,浦坝港镇,28.9442,121.6722,5,14,小岭下,K8848,34.1,27.6,0,0,999999,8.9,6.4
401,浙江省,台州市,三门县,珠岙镇,29.1061,121.2956,206,14,铺岩,K8887,35.5,24.9,0,0,999999,6.7,4.7
402,浙江省,台州市,三门县,花桥镇,28.9208,121.4714,21,14,花桥,K8809,36.4,26.2,0.7,0.6,999999,7.7,5.1
403,浙江省,台州市,黄岩区,头陀镇,28.6428,121.1564,60,14,柑橘所,K8283,36.8,25.7,0,0,999999,5.3,3.9
404,浙江省,台州市,黄岩区,宁溪镇,28.5472,120.9364,131,14,岭根,K8243,36.1,25.2,0,0.1,999999,999999,999999
405,浙江省,台州市,天台县,三合镇,29.0906,121.1014,55,14,亭头,K8704,36.3,24.5,9.8,9.7,999999,6.9,3.2
406,浙江省,台州市,三门县,横渡镇,29.0089,121.4683,24,14,东屏村,K8824,36.8,24.8,0,0,999999,6.4,4.9
407,浙江省,台州市,路桥区,金清镇,28.5261,121.5967,2,14,黄琅,K8305,32.5,27,0,0,999999,14.5,10.1
408,浙江省,台州市,三门县,海游街道,29.0864,121.3936,9,14,外俞村,K8869,36.6,25.7,0,0,999999,999999,999999
409,浙江省,台州市,临海市,东塍镇,28.9578,121.3647,333,14,分水岭村,KJ602,32.7,24.3,0,0,999999,999999,999999
