,Cnty,Province,Town,Station_levl,Station_Name,City,Station_Id_C,Lat,Lon,Alti,PRE,value
254,天台县,浙江省,坦头镇,14,苍山顶,台州市,K8727,29.1514,121.1528,918.0,1.8,1.8
255,临海市,浙江省,杜桥镇,14,岙底陈,台州市,KJ606,28.8122,121.4731,121.0,8.3,8.3
256,临海市,浙江省,尤溪镇,14,尤溪,台州市,K8606,28.7425,121.1011,17.0,8.5,8.5
257,仙居县,浙江省,上张乡,14,苗辽,台州市,K8914,28.6161,120.7961,750.0,8.7,8.7
258,临海市,浙江省,上盘镇,14,大竹山,台州市,K8650,28.7158,121.7297,33.0,0.7,0.7
259,临海市,浙江省,沿江镇,14,沿江,台州市,K8616,28.7461,121.2358,9.0,2.5,2.5
260,临海市,浙江省,邵家渡街道,14,茶山,台州市,K8664,28.8739,121.2828,144.0,6.9,6.9
261,天台县,浙江省,福溪街道,14,职业中专,台州市,K8724,29.1381,121.0067,63.0,1.0,1.0
262,临海市,浙江省,桃渚镇,14,南门坑,台州市,K8610,28.8372,121.6631,13.0,1.4,1.4
263,天台县,浙江省,白鹤镇,14,万年寺,台州市,K8761,29.2733,121.0083,600.0,3.7,3.7
264,天台县,浙江省,福溪街道,14,滩岭,台州市,K8716,29.0694,121.0575,53.0,0.2,0.2
265,天台县,浙江省,赤城街道,14,飞鹤山,台州市,K8749,29.1519,121.0433,92.0,2.5,2.5
266,临海市,浙江省,桃渚镇,14,红脚岩,台州市,KJ608,28.8322,121.6825,28.0,1.9,1.9
267,临海市,浙江省,尤溪镇,14,下涨村,台州市,KJ603,28.7053,121.0289,243.0,14.2,14.2
268,临海市,浙江省,江南街道,14,小溪,台州市,K8641,28.7822,121.1153,10.0,11.6,11.6
269,仙居县,浙江省,白塔镇,14,白塔,台州市,K8901,28.7256,120.5786,106.0,0.1,0.1
270,临海市,浙江省,江南街道,14,江南,台州市,K8615,28.7844,121.1203,11.0,7.0,7.0
271,仙居县,浙江省,官路镇,14,溪心,台州市,K8909,28.895,120.6228,196.0,11.3,11.3
272,天台县,浙江省,街头镇,14,街头,台州市,K8702,29.1244,120.7933,113.0,0.2,0.2
273,临海市,浙江省,小芝镇,14,红树林,台州市,K8644,28.8933,121.3694,137.0,13.1,13.1
274,天台县,浙江省,坦头镇,14,坦头,台州市,K8712,29.1111,121.1156,67.0,0.5,0.5
275,天台县,浙江省,赤城街道,14,飞鹤,台州市,K8717,29.145,121.0372,75.0,1.2,1.2
276,天台县,浙江省,石梁镇,14,寒风缺,台州市,K8763,29.2281,121.05,790.0,2.8,2.8
277,仙居县,浙江省,安岭乡,14,四联村,台州市,K8991,28.5458,120.3572,772.0,2.3,2.3
278,仙居县,浙江省,官路镇,14,白岭脚,台州市,K8988,28.8436,120.6486,117.0,6.2,6.2
279,临海市,浙江省,东塍镇,14,分水岭村,台州市,KJ602,28.9578,121.3647,333.0,3.0,3.0
280,天台县,浙江省,平桥镇,14,屯桥,台州市,K8720,29.2011,120.8997,112.0,16.5,16.5
281,临海市,浙江省,杜桥镇,14,溪口水库,台州市,K8683,28.7858,121.4106,25.0,2.6,2.6
282,天台县,浙江省,始丰街道,14,玉湖,台州市,K8799,29.1458,120.9881,67.2,1.9,1.9
283,临海市,浙江省,括苍镇,14,方溪水库,台州市,K8670,28.8025,121.0,120.0,4.0,4.0
284,临海市,浙江省,上盘镇,13,东矶,台州市,58663,28.7189,121.9156,96.0,2.8,2.8
285,临海市,浙江省,尤溪镇,14,岭脚金,台州市,K8626,28.69,121.0725,66.0,3.0,3.0
286,仙居县,浙江省,上张乡,14,六亩田,台州市,K8905,28.6214,120.7147,568.0,12.0,12.0
287,临海市,浙江省,尤溪镇,14,仲料坑,台州市,KJ604,28.6961,121.0086,323.0,3.3,3.3
288,临海市,浙江省,括苍镇,14,尚山村,台州市,K8680,28.7811,120.9522,260.0,6.2,6.2
289,临海市,浙江省,涌泉镇,14,涌泉,台州市,K8602,28.7569,121.3186,8.0,21.4,21.4
290,临海市,浙江省,桃渚镇,14,洞港,台州市,K8673,28.8528,121.6708,6.0,1.2,1.2
291,临海市,浙江省,大洋街道,12,临海,台州市,58660,28.8739,121.1928,6.3,0.4,0.4
292,临海市,浙江省,汇溪镇,14,江根村,台州市,K8688,28.9947,121.2142,200.0,0.2,0.2
293,天台县,浙江省,白鹤镇,14,白鹤小学,台州市,K8782,29.2353,120.9428,124.0,8.0,8.0
294,临海市,浙江省,邵家渡街道,14,年坑村,台州市,KJ605,28.8106,121.3428,149.0,3.8,3.8
295,临海市,浙江省,汇溪镇,14,留山村,台州市,K8689,28.9858,121.205,424.0,0.2,0.2
296,临海市,浙江省,邵家渡街道,14,南岙,台州市,K8646,28.8483,121.3367,60.0,16.4,16.4
297,临海市,浙江省,古城街道,14,古城,台州市,K8661,28.8519,121.1328,7.7,6.5,6.5
298,临海市,浙江省,东塍镇,14,康谷小学,台州市,K8668,28.9314,121.3914,80.0,5.5,5.5
299,临海市,浙江省,括苍镇,13,括苍山,台州市,58653,28.8097,120.9219,1382.4,2.1,2.1
300,临海市,浙江省,上盘镇,14,田岙岛,台州市,K8630,28.7431,121.8481,51.0,20.1,20.1
301,仙居县,浙江省,溪港乡,14,大园村,台州市,K8992,28.4783,120.4031,456.0,1.2,1.2
302,天台县,浙江省,平桥镇,14,曹一村,台州市,K8764,29.1356,120.885,41.0,5.7,5.7
303,仙居县,浙江省,溪港乡,14,下岸水库,台州市,K8985,28.6053,120.4003,220.0,44.1,44.1
304,天台县,浙江省,龙溪乡,14,天柱林场,台州市,K8730,28.9558,120.8189,924.0,0.5,0.5
305,天台县,浙江省,南屏乡,16,南屏,台州市,K8706,29.0597,120.9656,223.8,0.5,0.5
306,仙居县,浙江省,田市镇,14,公盂,台州市,K8946,28.6392,120.6425,650.0,11.6,11.6
307,临海市,浙江省,尤溪镇,14,王加山,台州市,K8695,28.6889,121.0931,260.0,2.7,2.7
308,天台县,浙江省,坦头镇,14,下陈胡,台州市,K8747,29.115,121.1244,81.0,0.3,0.3
309,临海市,浙江省,古城街道,14,许墅村,台州市,K8691,28.8864,121.0811,56.0,0.5,0.5
310,仙居县,浙江省,朱溪镇,14,金竹寺,台州市,K8982,28.6328,120.9031,514.0,2.2,2.2
311,天台县,浙江省,始丰街道,12,天台,台州市,58559,29.1528,120.9706,107.6,19.2,19.2
312,天台县,浙江省,雷峰乡,14,雷峰漂流,台州市,K8792,29.0389,120.8886,209.0,0.9,0.9
313,天台县,浙江省,白鹤镇,14,盘龙岭,台州市,K8776,29.2728,120.9094,185.0,3.3,3.3
314,临海市,浙江省,汇溪镇,14,上西辽,台州市,K8647,29.0053,121.2608,533.0,7.5,7.5
315,天台县,浙江省,赤城街道,14,桐柏,台州市,K8721,29.2069,121.0164,451.0,42.9,42.9
316,仙居县,浙江省,淡竹乡,14,吴山后,台州市,K8943,28.5922,120.5281,540.0,27.6,27.6
317,仙居县,浙江省,埠头镇,14,大陈,台州市,K8907,28.8503,120.5117,318.0,1.9,1.9
318,仙居县,浙江省,淡竹乡,14,淡竹,台州市,K8911,28.6719,120.5706,105.0,1.9,1.9
319,天台县,浙江省,龙溪乡,14,岭里村,台州市,K8787,29.0025,120.8183,419.0,0.2,0.2
320,临海市,浙江省,大田镇,14,大田,台州市,K8617,28.9044,121.2022,8.0,2.7,2.7
321,临海市,浙江省,小芝镇,14,外蔡,台州市,K8613,28.8794,121.3731,59.0,11.9,11.9
322,天台县,浙江省,泳溪乡,14,泳溪,台州市,K8711,29.1719,121.2222,167.0,2.8,2.8
323,仙居县,浙江省,安洲街道,14,路口,台州市,K8975,28.8928,120.6878,576.0,1.4,1.4
324,天台县,浙江省,平桥镇,14,现代农业园,台州市,K8783,29.1533,120.8561,80.0,11.6,11.6
325,临海市,浙江省,东塍镇,14,岙陈,台州市,K8671,28.88,121.2947,210.0,13.1,13.1
326,天台县,浙江省,坦头镇,14,欢岙,台州市,K8773,29.185,121.105,290.0,0.6,0.6
327,天台县,浙江省,街头镇,14,济溪,台州市,K8790,29.0539,120.8553,198.0,2.7,2.7
328,临海市,浙江省,尤溪镇,14,长加山,台州市,K8697,28.7467,121.0439,269.0,39.9,39.9
329,仙居县,浙江省,南峰街道,14,南峰,台州市,K8925,28.825,120.7467,48.0,0.3,0.3
330,临海市,浙江省,白水洋镇,14,里梅,台州市,K8624,29.0153,120.9958,180.0,0.1,0.1
331,天台县,浙江省,始丰街道,14,新城,台州市,K8759,29.1539,120.99,60.0,5.3,5.3
332,临海市,浙江省,杜桥镇,14,杜桥,台州市,K8601,28.7667,121.4869,7.0,1.5,1.5
333,仙居县,浙江省,湫山乡,14,牛脚,台州市,K8972,28.6286,120.4378,553.0,7.0,7.0
334,天台县,浙江省,石梁镇,14,大同,台州市,K8772,29.2933,121.1458,340.0,0.2,0.2
335,天台县,浙江省,平桥镇,14,下王,台州市,K8708,29.1447,120.8625,76.0,8.4,8.4
336,临海市,浙江省,小芝镇,14,乌岩岙,台州市,K8648,28.9103,121.4022,270.0,6.8,6.8
337,仙居县,浙江省,官路镇,14,谷坦,台州市,K8924,28.8783,120.6025,535.0,16.4,16.4
338,天台县,浙江省,始丰街道,14,始丰小学,台州市,K8760,29.1478,120.985,61.0,7.7,7.7
339,仙居县,浙江省,湫山乡,14,芭蕉坑,台州市,K8970,28.6594,120.3575,260.0,14.0,14.0
340,临海市,浙江省,桃渚镇,14,桃渚,台州市,K8620,28.8086,121.5797,18.0,1.0,1.0
341,天台县,浙江省,白鹤镇,14,左溪,台州市,K8770,29.2889,120.915,234.0,5.7,5.7
342,仙居县,浙江省,横溪镇,14,溪口,台州市,K8913,28.645,120.4797,300.0,1.7,1.7
343,仙居县,浙江省,淡竹乡,14,俞坑,台州市,K8923,28.5494,120.5878,406.0,38.8,38.8
344,天台县,浙江省,石梁镇,14,龙皇堂,台州市,K8713,29.2431,121.0519,758.0,1.5,1.5
345,仙居县,浙江省,上张乡,14,天顶茶场,台州市,K8949,28.6258,120.8078,870.0,8.7,8.7
346,仙居县,浙江省,田市镇,14,括苍隧道北,台州市,K8979,28.6342,120.6733,229.0,4.7,4.7
347,临海市,浙江省,河头镇,14,羊岩山,台州市,K8619,28.9789,121.1497,615.0,3.1,3.1
348,天台县,浙江省,雷峰乡,14,牧云谷,台州市,K8793,28.9822,120.845,510.0,0.2,0.2
349,仙居县,浙江省,横溪镇,14,秧田村,台州市,K8999,28.8106,120.4383,421.0,1.6,1.6
350,仙居县,浙江省,横溪镇,14,垟庄,台州市,K8947,28.7831,120.5061,95.0,0.9,0.9
351,仙居县,浙江省,淡竹乡,14,神仙居,台州市,K8980,28.6794,120.6036,844.0,0.1,0.1
352,天台县,浙江省,泳溪乡,14,抽蓄电站,台州市,K8791,29.1472,121.1806,285.0,1.2,1.2
353,天台县,浙江省,三州乡,14,下屋村,台州市,K8774,29.2172,120.8017,387.0,19.3,19.3
354,临海市,浙江省,涌泉镇,14,马里岙,台州市,KJ609,28.7783,121.3394,138.0,14.9,14.9
355,天台县,浙江省,龙溪乡,16,龙溪,台州市,K8705,29.0517,120.7939,123.0,9.7,9.7
356,仙居县,浙江省,湫山乡,14,湫山,台州市,K8926,28.6983,120.4433,134.0,0.1,0.1
357,天台县,浙江省,始丰街道,14,龙潭村,台州市,K8769,29.1067,120.9492,109.0,0.7,0.7
358,仙居县,浙江省,上张乡,14,双溪水库,台州市,K8994,28.7128,120.7131,316.0,0.5,0.5
359,天台县,浙江省,雷峰乡,14,雷峰,台州市,K8715,29.0881,120.8956,105.0,4.4,4.4
360,仙居县,浙江省,埠头镇,14,双峰隧道南,台州市,K8978,28.8714,120.4986,406.0,15.5,15.5
361,仙居县,浙江省,横溪镇,14,苍岭东,台州市,K8974,28.7522,120.4072,216.0,1.0,1.0
362,临海市,浙江省,涌泉镇,14,兰田山,台州市,K8669,28.8219,121.3711,525.0,6.4,6.4
363,临海市,浙江省,上盘镇,14,雀儿岙,台州市,K8629,28.8097,121.8475,54.0,5.1,5.1
364,路桥区,浙江省,横街镇,14,九琅山,台州市,K8341,28.5147,121.4469,23.0,6.4,6.4
365,路桥区,浙江省,金清镇,14,蒋桥,台州市,K8343,28.4875,121.4636,5.0,35.8,35.8
366,黄岩区,浙江省,上垟乡,14,黄杜岙,台州市,K8289,28.5225,120.9789,180.0,2.8,2.8
367,黄岩区,浙江省,江口街道,14,江口,台州市,K8212,28.6903,121.3275,7.0,42.7,42.7
368,黄岩区,浙江省,上垟乡,14,前思岙,台州市,K8274,28.4861,121.0247,185.0,0.4,0.4
369,黄岩区,浙江省,宁溪镇,14,福利,台州市,K8258,28.6025,120.9708,71.0,3.4,3.4
370,黄岩区,浙江省,屿头乡,14,屿头,台州市,KJ217,28.6356,121.0111,38.0,5.6,5.6
371,黄岩区,浙江省,澄江街道,14,山头舟,台州市,K8268,28.6303,121.1672,8.0,5.5,5.5
372,黄岩区,浙江省,宁溪镇,14,中下桧,台州市,K8293,28.5508,120.9828,127.0,1.1,1.1
373,黄岩区,浙江省,屿头乡,14,后岙,台州市,K8273,28.6631,120.9097,540.0,7.3,7.3
374,路桥区,浙江省,金清镇,14,三山,台州市,K8315,28.5614,121.5944,60.0,0.3,0.3
375,黄岩区,浙江省,上垟乡,14,沈岙,台州市,K8279,28.4911,120.9922,681.0,0.1,0.1
376,黄岩区,浙江省,富山乡,14,李家山,台州市,KJ206,28.5081,120.8989,618.0,0.4,0.4
377,路桥区,浙江省,新桥镇,14,金大田,台州市,K8346,28.5169,121.3983,5.0,16.2,16.2
378,黄岩区,浙江省,澄江街道,14,临古,台州市,K8277,28.62,121.1472,21.0,3.7,3.7
379,黄岩区,浙江省,头陀镇,14,东岭头,台州市,K8260,28.6711,121.1006,208.0,1.8,1.8
380,黄岩区,浙江省,上垟乡,14,象岙,台州市,K8287,28.5172,121.0472,52.0,3.6,3.6
381,黄岩区,浙江省,宁溪镇,14,上前垟,台州市,K8297,28.5775,120.97,76.0,5.3,5.3
382,黄岩区,浙江省,上郑乡,14,铅锌矿,台州市,K8219,28.6111,120.9317,185.0,9.9,9.9
383,黄岩区,浙江省,茅畲乡,14,茅畲,台州市,K8216,28.595,121.1314,29.0,0.1,0.1
384,黄岩区,浙江省,上郑乡,14,仙石,台州市,KJ201,28.6136,120.8792,283.0,15.5,15.5
385,路桥区,浙江省,蓬街镇,14,蓬街,台州市,K8309,28.5503,121.4839,5.0,3.8,3.8
386,路桥区,浙江省,金清镇,14,鹁鸪嘴,台州市,K8316,28.5506,121.6422,25.0,8.8,8.8
387,路桥区,浙江省,桐屿街道,14,埠头堂,台州市,K8342,28.6261,121.3372,10.0,8.4,8.4
388,路桥区,浙江省,路北街道,14,会展中心,台州市,K8328,28.5975,121.3692,5.0,9.7,9.7
389,黄岩区,浙江省,上郑乡,14,大寺基,台州市,K8222,28.5842,120.7997,1143.0,5.0,5.0
390,黄岩区,浙江省,沙埠镇,14,南六坑,台州市,K8280,28.5294,121.1556,386.0,0.4,0.4
391,黄岩区,浙江省,北城街道,14,王林村,台州市,K8241,28.685,121.2867,15.0,7.8,7.8
392,黄岩区,浙江省,头陀镇,14,柑橘所,台州市,K8283,28.6428,121.1564,60.0,12.2,12.2
393,黄岩区,浙江省,上垟乡,14,上垟,台州市,K8210,28.5153,121.0083,77.0,6.2,6.2
394,路桥区,浙江省,金清镇,14,农垦场,台州市,K8312,28.5081,121.5872,5.0,1.9,1.9
395,黄岩区,浙江省,江口街道,14,江心屿,台州市,K8228,28.6956,121.3256,10.0,3.0,3.0
396,黄岩区,浙江省,宁溪镇,14,宁溪备份,台州市,K8202,28.5917,120.9753,150.0,6.4,6.4
397,黄岩区,浙江省,沙埠镇,14,下园,台州市,K8284,28.5686,121.1567,84.0,18.8,18.8
398,黄岩区,浙江省,屿头乡,14,大田,台州市,K8298,28.6772,120.9861,126.0,3.4,3.4
399,黄岩区,浙江省,上郑乡,14,上郑,台州市,KJ209,28.5997,120.9311,115.0,14.9,14.9
400,黄岩区,浙江省,富山乡,14,双西,台州市,KJ205,28.5428,120.9233,554.0,2.3,2.3
401,黄岩区,浙江省,高桥街道,14,高桥,台州市,K8214,28.5844,121.2314,45.0,0.4,0.4
402,黄岩区,浙江省,富山乡,14,决要,台州市,K8257,28.5325,120.8467,479.0,5.2,5.2
403,黄岩区,浙江省,平田乡,14,桐里岙,台州市,K8263,28.5597,121.0511,44.0,0.1,0.1
404,路桥区,浙江省,桐屿街道,14,凉溪,台州市,K8317,28.6178,121.3067,25.0,23.8,23.8
405,路桥区,浙江省,路北街道,14,路桥,台州市,K8301,28.5753,121.3503,5.0,42.9,42.9
406,黄岩区,浙江省,宁溪镇,14,白鹭湾,台州市,K8229,28.6122,120.9992,40.0,10.1,10.1
407,黄岩区,浙江省,富山乡,14,南正顶,台州市,K8245,28.5103,120.8578,930.0,4.4,4.4
408,黄岩区,浙江省,头陀镇,14,元同溪闸,台州市,K8248,28.6242,121.1458,14.0,5.2,5.2
409,黄岩区,浙江省,上垟乡,14,西洋,台州市,K8288,28.5222,121.0247,55.0,0.4,0.4
410,黄岩区,浙江省,北洋镇,14,北洋,台州市,K8220,28.6206,121.0978,25.0,11.4,11.4
411,黄岩区,浙江省,平田乡,14,黄毛山,台州市,K8230,28.5753,121.0769,646.0,0.2,0.2
412,黄岩区,浙江省,新前街道,14,新前,台州市,K8215,28.6814,121.2067,13.0,0.9,0.9
413,黄岩区,浙江省,上郑乡,14,黄岩大瀑布,台州市,K8224,28.6047,120.8556,263.0,6.0,6.0
414,黄岩区,浙江省,黄岩屿头乡,14,兴安村,台州市,K8275,28.6503,120.9594,112.0,6.1,6.1
415,黄岩区,浙江省,院桥镇,14,沙门店,台州市,K8223,28.5575,121.2686,7.0,14.5,14.5
416,黄岩区,浙江省,宁溪镇,14,岭家湖,台州市,KJ203,28.5989,120.9522,88.0,10.6,10.6
417,路桥区,浙江省,蓬街镇,14,蓬东,台州市,K8345,28.5783,121.4925,4.0,0.2,0.2
418,黄岩区,浙江省,宁溪镇,14,乌岩头,台州市,KJ213,28.6225,120.9417,321.0,0.8,0.8
419,黄岩区,浙江省,上郑乡,14,下余,台州市,K8209,28.6058,120.8744,256.0,13.1,13.1
420,黄岩区,浙江省,上郑乡,14,抱料,台州市,K8256,28.5597,120.8456,541.0,5.2,5.2
421,路桥区,浙江省,峰江街道,14,峰江,台州市,K8310,28.5486,121.3681,10.0,21.0,21.0
422,黄岩区,浙江省,宁溪镇,14,宁联,台州市,K8296,28.5481,120.9492,95.0,1.2,1.2
423,黄岩区,浙江省,新前街道,14,下抱水库,台州市,K8244,28.7097,121.2208,135.0,0.5,0.5
424,路桥区,浙江省,新桥镇,14,新桥,台州市,K8308,28.5019,121.4036,4.0,32.7,32.7
425,路桥区,浙江省,桐屿街道,14,北大附中,台州市,K8330,28.6014,121.3047,6.0,7.5,7.5
426,黄岩区,浙江省,宁溪镇,14,牌门,台州市,K8225,28.5272,120.9522,121.0,0.3,0.3
427,路桥区,浙江省,金清镇,14,白果,台州市,K8304,28.4839,121.6219,133.4,0.9,0.9
428,黄岩区,浙江省,富山乡,14,畴路,台州市,KJ204,28.5272,120.9244,433.0,0.3,0.3
429,黄岩区,浙江省,东城街道,14,气象大楼,台州市,K8201,28.6625,121.28,45.0,1.0,1.0
430,黄岩区,浙江省,上垟乡,14,上下吉,台州市,K8295,28.4964,121.0122,247.0,0.3,0.3
431,黄岩区,浙江省,富山乡,14,富北,台州市,KJ215,28.5494,120.8708,678.0,0.1,0.1
432,黄岩区,浙江省,南城街道,14,十里铺,台州市,K8227,28.6125,121.2672,20.0,1.9,1.9
433,路桥区,浙江省,金清镇,14,联盟闸,台州市,K8325,28.5208,121.5478,3.0,0.3,0.3
434,黄岩区,浙江省,上郑乡,14,蒋东岙,台州市,K8246,28.6125,120.9275,272.0,7.4,7.4
435,路桥区,浙江省,横街镇,14,横街小学,台州市,K8323,28.5358,121.4328,6.0,6.8,6.8
436,黄岩区,浙江省,宁溪镇,16,宁溪,台州市,K8282,28.5867,120.965,151.0,6.7,6.7
437,路桥区,浙江省,金清镇,14,明珠学校,台州市,K8329,28.52,121.5147,5.0,5.6,5.6
438,黄岩区,浙江省,宁溪镇,14,下周,台州市,K8291,28.5925,120.9811,58.0,2.1,2.1
439,黄岩区,浙江省,高桥街道,14,三童岙,台州市,K8269,28.6011,121.2178,70.0,0.2,0.2
440,路桥区,浙江省,螺洋街道,14,上寺前,台州市,K8340,28.5389,121.3331,57.0,22.3,22.3
441,黄岩区,浙江省,沙埠镇,14,沙埠,台州市,K8203,28.5481,121.1744,43.0,2.1,2.1
442,黄岩区,浙江省,屿头乡,14,上凤,台州市,K8208,28.6522,121.0108,160.0,0.4,0.4
443,路桥区,浙江省,蓬街镇,14,花园里,台州市,K8347,28.5611,121.4628,5.0,9.4,9.4
444,黄岩区,浙江省,上郑乡,14,下郑,台州市,K8299,28.6056,120.9439,99.0,10.4,10.4
445,路桥区,浙江省,峰江街道,14,下陶村,台州市,K8327,28.5364,121.3953,5.0,10.4,10.4
446,路桥区,浙江省,横街镇,14,横街,台州市,K8302,28.5278,121.4456,5.0,4.3,4.3
447,黄岩区,浙江省,北洋镇,14,联丰,台州市,K8250,28.6528,121.0689,53.0,10.1,10.1
448,路桥区,浙江省,螺洋街道,14,东风村,台州市,K8318,28.5642,121.3083,5.0,42.0,42.0
449,路桥区,浙江省,路南街道,14,红光,台州市,K8344,28.5889,121.4206,5.0,8.7,8.7
450,黄岩区,浙江省,北洋镇,14,五尖山,台州市,K8247,28.6661,121.0386,433.0,0.8,0.8
451,黄岩区,浙江省,西城街道,14,委羽山,台州市,K8226,28.6247,121.2394,19.0,0.7,0.7
452,黄岩区,浙江省,宁溪镇,14,金岙,台州市,K8292,28.56,120.9519,89.0,5.0,5.0
453,路桥区,浙江省,金清镇,14,湖屿岛,台州市,K8320,28.4583,121.6653,42.0,0.1,0.1
454,黄岩区,浙江省,富山乡,14,富山,台州市,K8206,28.5358,120.9131,710.0,0.4,0.4
455,黄岩区,浙江省,上郑乡,14,东亚山庄,台州市,K8270,28.5983,120.82,988.0,4.9,4.9
456,黄岩区,浙江省,宁溪镇,14,岭根,台州市,K8243,28.5472,120.9364,131.0,1.7,1.7
457,黄岩区,浙江省,茅畲乡,14,西边,台州市,K8281,28.5822,121.1144,119.0,0.1,0.1
458,黄岩区,浙江省,上郑乡,14,下庙,台州市,KJ202,28.5769,120.8894,195.0,11.7,11.7
459,黄岩区,浙江省,上垟乡,14,岭脚,台州市,K8286,28.5342,121.0394,57.0,0.1,0.1
460,黄岩区,浙江省,富山乡,14,外金,台州市,K8271,28.5078,120.8914,582.0,1.0,1.0
461,路桥区,浙江省,金清镇,14,黄琅,台州市,K8305,28.5261,121.5967,2.0,1.7,1.7
462,黄岩区,浙江省,东城街道,14,科技学院,台州市,K8218,28.6694,121.2539,8.0,0.2,0.2
463,黄岩区,浙江省,上垟乡,14,下方,台州市,K8264,28.5325,121.0017,63.0,3.2,3.2
464,路桥区,浙江省,金清镇,14,金清,台州市,K8303,28.5058,121.4972,3.0,6.9,6.9
465,路桥区,浙江省,桐屿街道,14,桐屿,台州市,K8306,28.5856,121.3344,5.0,28.7,28.7
466,黄岩区,浙江省,屿头乡,14,长滩,台州市,K8242,28.6603,120.9892,92.0,2.1,2.1
467,黄岩区,浙江省,屿头乡,14,白石,台州市,K8207,28.6744,120.9375,757.0,13.8,13.8
468,黄岩区,浙江省,屿头乡,14,布袋坑,台州市,K8259,28.7006,120.9442,617.0,8.9,8.9
469,黄岩区,浙江省,院桥镇,14,院桥,台州市,K8213,28.5497,121.2981,7.0,8.8,8.8
470,黄岩区,浙江省,头陀镇,14,头陀,台州市,K8205,28.6742,121.1369,16.0,9.6,9.6
471,路桥区,浙江省,路桥街道,14,龙头王村,台州市,K8326,28.5814,121.3919,5.0,4.6,4.6
472,黄岩区,浙江省,北洋镇,14,长潭,台州市,K8204,28.6108,121.0583,57.0,2.1,2.1
473,路桥区,浙江省,金清镇,14,金清渔港,台州市,K8348,28.4914,121.5986,6.0,4.2,4.2
474,路桥区,浙江省,路南街道,14,机场,台州市,K8307,28.5553,121.4222,4.0,13.5,13.5
475,黄岩区,浙江省,澄江街道,16,澄江,台州市,K8217,28.6322,121.1736,12.0,3.5,3.5
476,黄岩区,浙江省,上郑乡,14,圣堂,台州市,K8267,28.5844,120.8853,172.0,13.3,13.3
477,路桥区,浙江省,螺洋街道,14,水厂,台州市,K8311,28.5608,121.33,10.0,38.1,38.1
478,黄岩区,浙江省,东城街道,14,东城小学,台州市,K8240,28.6611,121.2906,25.0,12.4,12.4
479,路桥区,浙江省,峰江街道,14,保全小学,台州市,K8321,28.5189,121.3761,5.0,39.2,39.2
480,黄岩区,浙江省,富山乡,14,北山,台州市,KJ216,28.5294,120.8717,647.0,0.8,0.8
481,路桥区,浙江省,桐屿街道,14,飞龙湖,台州市,K8324,28.6044,121.3358,10.0,10.3,10.3
482,黄岩区,浙江省,北城街道,14,黄土岭,台州市,K8249,28.6831,121.2394,26.0,0.1,0.1
